PUBCHEM_CID,AID,PUBCHEM_SID,PUBCHEM_ACTIVITY_SCORE,PubChem Standard Value,MolecularWeight,Standard Value,IC50 (mm),Selectivity,Inhibition (%),Ki (mm),Kd (mm),Activity (%),Standard Units,Activity Comment,Data Validity Comment,pKd_min,pKd_max,pIC50_min,pIC50_max,Type,Action,Reference (PubMed ID),IC50,Enzyme Activity [1],Enzyme Activity [2],Average Enzyme Activity,Panel ID,Panel Target,%Inhibition,High Concentration (5 x IC50),Low Concentration (IC50 / 2),Qualifier,% Degradation,Kd Qualifier,Kd,qualifier,pKi,Activity Qualifier,EC50 Qualifier,EC50
130277044,1919554,404345967.0,,0.013999999999999999,520.5,,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,
130277047,1798359,404345929.0,,0.026000000000000002,478.5,,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,
130277047,1803904,404345929.0,,0.026000000000000002,478.5,,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,
130277049,1798359,404345960.0,,0.044000000000000004,506.6,,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,
130277049,1803904,404345960.0,,0.044000000000000004,506.6,,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,
130277049,1919554,404345960.0,,0.044000000000000004,506.6,,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,
130277050,1798359,404345945.0,,0.013000000000000001,496.5,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
130277050,1803904,404345945.0,,0.013000000000000001,496.5,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
130277050,1919554,404345945.0,,0.013000000000000001,496.5,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
130277051,1798359,404345946.0,,0.0093,506.6,,0.0093,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,
130277051,1803904,404345946.0,,0.0093,506.6,,0.0093,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,
130277051,1919554,404345946.0,,0.0093,506.6,,0.0093,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,
130277056,1798359,404345933.0,,0.021,494.5,,0.021,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
130277056,1803904,404345933.0,,0.021,494.5,,0.021,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,
130277057,1798359,404345951.0,,0.011000000000000001,529.6,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
130277057,1803904,404345951.0,,0.011000000000000001,529.6,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
130277060,1798359,404345943.0,,0.0065,512.9,,0.0065,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,
130277060,1803904,404345943.0,,0.0065,512.9,,0.0065,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,
130277060,1919554,404345943.0,,0.0065,512.9,,0.0065,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,
130277061,1798359,404345950.0,,0.0054,508.5,,0.0054,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,
130277061,1803904,404345950.0,,0.0054,508.5,,0.0054,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,
130277061,1919554,404345950.0,,0.0054,508.5,,0.0054,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,
130277068,1798359,404345986.0,,0.07400000000000001,518.6,,0.07400000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,
130277068,1803904,404345986.0,,0.07400000000000001,518.6,,0.07400000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,
130277068,1919554,404345986.0,,0.07400000000000001,518.6,,0.07400000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,
130277074,1798359,404345981.0,,0.0077,553.6,,0.0077,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,
130277074,1803904,404345981.0,,0.0077,553.6,,0.0077,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.7,,,,,,,,,,,,,,,,,
132143184,1796166,381752966.0,,0.086,755.8,,0.086,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,86.0,,,,,,,,,,,,,,,,,
132143184,1796167,381752966.0,,0.016,755.8,,0.016,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
132143184,1796168,381752966.0,,0.027000000000000003,755.8,,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,
132143184,1796169,381752966.0,,0.015,755.8,,0.015,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15.0,,,,,,,,,,,,,,,,,
132143184,1796170,381752966.0,,0.121,755.8,,0.121,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,121.0,,,,,,,,,,,,,,,,,
132143239,1796166,381752963.0,,0.3,711.7,,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,
132143239,1796167,381752963.0,,0.26,711.7,,0.26,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,260.0,,,,,,,,,,,,,,,,,
132143239,1796168,381752963.0,,0.3,711.7,,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,
132143239,1796169,381752963.0,,0.3,711.7,,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,
132143239,1796170,381752963.0,,0.3,711.7,,0.3,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,300.0,,,,,,,,,,,,,,,,,
132143247,1796166,381752950.0,,0.002,703.7,,0.002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
132143247,1796167,381752950.0,,0.0004,703.7,,0.0004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,
132143247,1796168,381752950.0,,0.006999999999999999,703.7,,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,
132143247,1796169,381752950.0,,0.0044,703.7,,0.0044,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,
132143247,1796170,381752950.0,,0.0139,703.7,,0.0139,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.9,,,,,,,,,,,,,,,,,
132143272,1796166,381752951.0,,0.069,693.8,,0.069,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,69.0,,,,,,,,,,,,,,,,,
132143272,1796167,381752951.0,,0.009000000000000001,693.8,,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
132143272,1796168,381752951.0,,0.013999999999999999,693.8,,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,
132143272,1796169,381752951.0,,0.091,693.8,,0.091,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,
132143272,1796170,381752951.0,,0.214,693.8,,0.214,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,214.0,,,,,,,,,,,,,,,,,
132143282,1796166,381752964.0,,0.0075,767.8,,0.0075,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,
132143282,1796167,381752964.0,,0.0025,767.8,,0.0025,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,
132143282,1796168,381752964.0,,0.005,767.8,,0.005,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
132143282,1796169,381752964.0,,0.002,767.8,,0.002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,
132143282,1796170,381752964.0,,0.047,767.8,,0.047,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,47.0,,,,,,,,,,,,,,,,,
132143292,1796166,381752953.0,,0.0029,705.8,,0.0029,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,
132143292,1796167,381752953.0,,0.0009699999999999999,705.8,,0.0009699999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.97,,,,,,,,,,,,,,,,,
132143292,1796168,381752953.0,,0.0053,705.8,,0.0053,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,
132143292,1796169,381752953.0,,0.016,705.8,,0.016,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
132143292,1796170,381752953.0,,0.0242,705.8,,0.0242,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,24.2,,,,,,,,,,,,,,,,,
132162748,1796166,381752971.0,,0.032,703.7,,0.032,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,32.0,,,,,,,,,,,,,,,,,
132162748,1796167,381752971.0,,0.0036,703.7,,0.0036,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,
132162748,1796168,381752971.0,,0.0079,703.7,,0.0079,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,
132162748,1796169,381752971.0,,0.0108,703.7,,0.0108,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,
132162748,1796170,381752971.0,,0.027000000000000003,703.7,,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.0,,,,,,,,,,,,,,,,,
132163000,1796166,381752965.0,,0.0233,768.8,,0.0233,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,23.3,,,,,,,,,,,,,,,,,
132163000,1796167,381752965.0,,0.0079,768.8,,0.0079,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.9,,,,,,,,,,,,,,,,,
132163000,1796168,381752965.0,,0.0136,768.8,,0.0136,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.6,,,,,,,,,,,,,,,,,
132163000,1796169,381752965.0,,0.009000000000000001,768.8,,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,
132163000,1796170,381752965.0,,0.0545,768.8,,0.0545,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,54.5,,,,,,,,,,,,,,,,,
135157150,1805507,447113335.0,,3.7,782.2,,3.7,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3700.0,,,,,,,,,,,,,,,,,
135177281,1805069,442074304.0,,0.552,481.5,,0.552,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,552.0,,,,,,,,,,,,,,,,,
135203404,1798359,404345974.0,,0.02,488.5,,0.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
135203404,1803904,404345974.0,,0.02,488.5,,0.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
135203404,1919554,404345974.0,,0.02,488.5,,0.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
135203409,1798359,404345975.0,,0.036000000000000004,512.6,,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,36.0,,,,,,,,,,,,,,,,,
135203409,1803904,404345975.0,,0.013000000000000001,512.6,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
135203409,1919554,404345975.0,,0.013000000000000001,512.6,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
135236450,1798244,404342792.0,,0.55,655.2,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236457,1798244,404342787.0,,0.55,595.1,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236483,1798244,404342800.0,,0.55,489.0,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236518,1798244,404342794.0,,0.55,655.2,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236536,1798244,404342795.0,,0.55,655.2,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236566,1798244,404342811.0,,0.55,641.1,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236597,1798244,404342812.0,,0.55,519.6,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236611,1798244,404342809.0,,0.55,655.2,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236756,1798244,404342803.0,,0.55,545.1,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236903,1798244,404342797.0,,0.55,609.1,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135236905,1798244,404342813.0,,0.05,533.7,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
135236945,1798244,404342798.0,,0.55,655.2,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135237001,1798244,404342791.0,,0.55,655.2,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
135251923,1798244,404342785.0,,0.55,681.2,,0.55,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,550.0,,,,,,,,,,,,,,,,,
137554364,1796166,381752973.0,,0.0054,690.7,,0.0054,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.4,,,,,,,,,,,,,,,,,
137554364,1796167,381752973.0,,0.00066,690.7,,0.00066,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.66,,,,,,,,,,,,,,,,,
137554364,1796168,381752973.0,,0.0015,690.7,,0.0015,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,
137554364,1796169,381752973.0,,0.0036,690.7,,0.0036,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,
137554364,1796170,381752973.0,,0.0038,690.7,,0.0038,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.8,,,,,,,,,,,,,,,,,
139208796,1797499,386053221.0,,0.05,487.3,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139208797,1797499,386053225.0,,0.525,526.3,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
139208798,1797499,386053238.0,,0.525,574.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
139369413,1798142,464922036.0,,0.0078,573.7,,0.0078,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,
139369414,1798142,459092873.0,,0.0973,535.6,,0.0973,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,97.3,,,,,,,,,,,,,,,,,
139377657,1798142,461604616.0,,0.231,534.6,,0.231,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,231.0,,,,,,,,,,,,,,,,,
139377674,1798142,464922084.0,,0.0122,571.0,,0.0122,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12.2,,,,,,,,,,,,,,,,,
139377675,1798142,464922086.0,,0.0108,578.7,,0.0108,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.8,,,,,,,,,,,,,,,,,
139377678,1798142,464921981.0,,0.0165,591.1,,0.0165,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,
139377679,1798142,463792102.0,,0.0364,588.6,,0.0364,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,36.4,,,,,,,,,,,,,,,,,
139377681,1798142,464922080.0,,0.0196,600.5,,0.0196,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.6,,,,,,,,,,,,,,,,,
139377682,1798142,464922064.0,,0.0035,599.1,,0.0035,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,
139377685,1798142,464922089.0,,0.0197,606.5,,0.0197,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.7,,,,,,,,,,,,,,,,,
139377686,1798142,464922090.0,,0.0188,602.1,,0.0188,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18.8,,,,,,,,,,,,,,,,,
139377687,1798142,464922038.0,,0.0042,578.7,,0.0042,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.2,,,,,,,,,,,,,,,,,
139377693,1798142,464922074.0,,0.0082,574.6,,0.0082,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.2,,,,,,,,,,,,,,,,,
139377695,1798142,464922034.0,,0.0055,599.1,,0.0055,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,
139377696,1798142,464922037.0,,0.0078,585.1,,0.0078,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,
139377704,1798142,464922076.0,,0.0043,587.1,,0.0043,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.3,,,,,,,,,,,,,,,,,
139377706,1798142,464922097.0,,0.0716,609.1,,0.0716,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,71.6,,,,,,,,,,,,,,,,,
139377714,1798142,464922082.0,,0.0089,585.1,,0.0089,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.9,,,,,,,,,,,,,,,,,
139377722,1798142,464922030.0,,0.0095,613.1,,0.0095,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.5,,,,,,,,,,,,,,,,,
139377726,1798142,459092836.0,,0.0512,539.6,,0.0512,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,51.2,,,,,,,,,,,,,,,,,
139377729,1798142,464922058.0,,0.0142,601.5,,0.0142,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,
139377739,1798142,464922073.0,,0.188,599.1,,0.188,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,188.0,,,,,,,,,,,,,,,,,
139377742,1798142,464922028.0,,0.049,596.7,,0.049,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
139377746,1798142,464922059.0,,0.0084,582.6,,0.0084,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.4,,,,,,,,,,,,,,,,,
139377750,1798142,464922093.0,,0.006999999999999999,634.1,,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,
139377763,1798142,464922087.0,,0.016399999999999998,584.1,,0.016399999999999998,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.4,,,,,,,,,,,,,,,,,
139377772,1798142,464922112.0,,0.0031,610.1,,0.0031,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,
139377775,1798142,464922042.0,,0.0093,585.1,,0.0093,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,
139377786,1798142,464922047.0,,0.0029,599.1,,0.0029,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,
139377792,1798142,464922044.0,,0.005,615.1,,0.005,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
139377809,1798142,464922056.0,,0.0145,584.1,,0.0145,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.5,,,,,,,,,,,,,,,,,
139377814,1798142,464922054.0,,0.382,594.7,,0.382,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,
139377843,1798142,464922102.0,,0.0276,612.1,,0.0276,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,
139377846,1798142,464922098.0,,0.0093,598.1,,0.0093,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,
139377851,1798142,464922103.0,,0.0225,612.1,,0.0225,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,
139377852,1798142,464922105.0,,0.026000000000000002,638.1,,0.026000000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,26.0,,,,,,,,,,,,,,,,,
139377912,1798142,464922100.0,,0.0045,616.1,,0.0045,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,
139377919,1798142,459092841.0,,0.0362,613.7,,0.0362,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,36.2,,,,,,,,,,,,,,,,,
139377929,1798142,464922106.0,,0.0151,603.1,,0.0151,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15.1,,,,,,,,,,,,,,,,,
139377930,1798142,464922060.0,,0.0078,599.1,,0.0078,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.8,,,,,,,,,,,,,,,,,
139377933,1798142,464922065.0,,0.0116,585.1,,0.0116,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,
139377955,1798142,464922055.0,,0.0199,585.1,,0.0199,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,19.9,,,,,,,,,,,,,,,,,
139377957,1798142,464922069.0,,0.01215,601.5,,0.01215,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12.15,,,,,,,,,,,,,,,,,
139378015,1798142,464922061.0,,0.0026,596.7,,0.0026,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,
139378018,1798142,464922107.0,,0.0044,559.7,,0.0044,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,
139378019,1798142,464922108.0,,0.0022,559.7,,0.0022,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,
139378041,1798142,464922050.0,,0.0017,604.7,,0.0017,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,
139378042,1798142,464922110.0,,0.0021,582.1,,0.0021,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,
139378052,1798142,464922062.0,,0.11699999999999999,596.7,,0.11699999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,117.0,,,,,,,,,,,,,,,,,
139378057,1798142,464922085.0,,0.0526,618.5,,0.0526,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,52.6,,,,,,,,,,,,,,,,,
139378098,1798142,464922040.0,,0.0053,572.1,,0.0053,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.3,,,,,,,,,,,,,,,,,
139378101,1798142,464922023.0,,0.0213,568.6,,0.0213,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21.3,,,,,,,,,,,,,,,,,
139378104,1798142,464922021.0,,0.0061,580.6,,0.0061,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.1,,,,,,,,,,,,,,,,,
139378118,1798142,459092840.0,,0.0055,556.6,,0.0055,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.5,,,,,,,,,,,,,,,,,
139378120,1798142,461604657.0,,0.003,573.1,,0.003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
139378128,1798142,464922046.0,,0.0339,613.1,,0.0339,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,33.9,,,,,,,,,,,,,,,,,
139378130,1798142,464922025.0,,0.0017,582.6,,0.0017,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,
139378131,1798142,464922071.0,,0.0014,613.1,,0.0014,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.4,,,,,,,,,,,,,,,,,
139378134,1798142,464922070.0,,0.0114,585.1,,0.0114,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,
139378137,1798142,464922053.0,,0.0062,570.6,,0.0062,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.2,,,,,,,,,,,,,,,,,
139378144,1798142,464922072.0,,0.14300000000000002,613.1,,0.14300000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,
139466273,1919215,476024573.0,,0.05,485.9,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139474120,1919215,476024575.0,,0.05,587.1,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139474121,1919215,476024580.0,,0.05,575.1,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139474122,1919215,476024581.0,,0.05,600.1,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139474123,1919215,476024587.0,,0.05,585.1,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139474124,1919215,476024564.0,,0.05,586.1,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139474135,1919215,476024577.0,,0.05,601.1,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139474136,1919215,476024576.0,,0.05,601.1,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
139474137,1919215,476024591.0,,0.05,585.1,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
