PUBCHEM_CID,AID,PUBCHEM_SID,PUBCHEM_ACTIVITY_SCORE,PubChem Standard Value,MolecularWeight,Standard Value,IC50 (mm),Selectivity,Inhibition (%),Ki (mm),Kd (mm),Activity (%),Standard Units,Activity Comment,Data Validity Comment,pKd_min,pKd_max,pIC50_min,pIC50_max,Type,Action,Reference (PubMed ID),IC50,Enzyme Activity [1],Enzyme Activity [2],Average Enzyme Activity,Panel ID,Panel Target,%Inhibition,High Concentration (5 x IC50),Low Concentration (IC50 / 2),Qualifier,% Degradation,Kd Qualifier,Kd,qualifier,pKi,Activity Qualifier,EC50 Qualifier,EC50
57802700,1797499,386053206.0,,0.05,510.4,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802705,1797499,386053025.0,,0.525,509.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802718,1797499,386053226.0,,0.525,577.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802722,1797499,386053033.0,,0.05,554.3,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802731,1797499,386053239.0,,0.525,494.3,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802734,1797499,386053257.0,,0.525,544.5,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802753,1797499,386053252.0,,0.525,520.5,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802754,1797499,386053197.0,,0.05,509.3,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802758,1797499,386053274.0,,0.525,553.5,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802768,1797499,386053027.0,,0.525,553.8,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802769,1797499,386053207.0,,0.525,510.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802770,1797499,386053232.0,,0.525,508.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802773,1797499,386053224.0,,0.525,530.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802774,1797499,386053249.0,,0.05,567.4,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802778,1797499,386053264.0,,0.525,491.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802781,1797499,386053271.0,,0.525,462.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802803,1797499,386053158.0,,0.05,515.4,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802807,1797499,386053043.0,,0.525,550.8,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802811,1797499,386053164.0,,0.05,431.3,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802812,1797499,386053035.0,,0.525,554.8,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802826,1797499,386053233.0,,0.525,506.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802839,1797499,386053234.0,,0.525,576.3,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802840,1797499,386053021.0,,0.525,509.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802847,1797499,386045968.0,,0.525,493.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802862,1797499,386053208.0,,0.05,518.4,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802863,1797499,386053230.0,,0.05,550.4,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802865,1797499,386053203.0,,0.05,580.5,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802873,1797499,386053191.0,,0.05,404.3,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802888,1797499,386053152.0,,0.525,535.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802891,1797499,386053251.0,,0.525,502.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
57802905,1797499,386053069.0,,0.05,537.8,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802907,1797499,386053211.0,,0.05,545.5,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
57802908,1797499,386053187.0,,0.05,420.3,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
58013796,1797499,386053242.0,,0.05,529.4,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
58013804,1797499,386053024.0,,0.05,491.4,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
58013819,1797499,386053032.0,,0.28750000000000003,476.9,,0.28750000000000003,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,287.5,,,,,,,,,,,,,,,,,
59404878,1806610,471698534.0,,0.021333333333333333,517.8,,0.021333333333333333,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,21.33333333333333,,,,,,,,,,,,,,,,,
60172363,1919094,475952619.0,,0.1,506.0,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
60199101,1919094,475952616.0,,0.1,494.0,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
60199102,1919094,475952618.0,,0.1,494.0,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
60199117,1919094,475952620.0,,0.1,506.0,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
60199118,1919094,475952621.0,,0.1,506.0,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
66838546,1797499,386053068.0,,0.525,475.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
66838678,1797499,386053101.0,,0.525,484.3,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
66954887,1797499,386053039.0,,0.525,571.2,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
69026545,1797499,386053248.0,,0.05,502.4,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
70701994,1799771,160844950.0,,0.017,546.9,,0.017,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
70701995,1799771,160844951.0,,0.011000000000000001,478.8,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
70795120,1797499,386053018.0,,0.525,509.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
70795231,1797499,386053030.0,,0.525,537.8,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
70795293,1797499,386053029.0,,0.525,553.8,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
70946714,1797499,386053019.0,,0.525,553.8,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
70946716,1797499,386053028.0,,0.525,509.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
70946765,1797499,386053017.0,,0.525,570.3,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
71014204,1801898,317227923.0,,0.091,512.0,,0.091,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,91.0,,,,,,,,,,,,,,,,,
71014491,1801898,317227920.0,,0.006,512.0,,0.006,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
71496458,1798142,313065691.0,,0.0738,499.6,,0.0738,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,73.8,,,,,,,,,,,,,,,,,
71618040,1801898,317227922.0,,0.022000000000000002,512.0,,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
72703790,1798142,340134784.0,,0.11599999999999999,495.0,,0.11599999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,116.0,,,,,,,,,,,,,,,,,
74388734,1806610,471698532.0,,0.04366666666666666,477.3,,0.04366666666666666,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,43.66666666666666,,,,,,,,,,,,,,,,,
76614830,1797499,386053247.0,,0.05,487.3,,0.05,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,
86305719,1795123,375077071.0,,0.0178,531.9,,0.0178,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,17.8,,,,,,,,,,,,,,,,,
86305720,1795123,375077067.0,,0.0091,548.4,,0.0091,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.1,,,,,,,,,,,,,,,,,
86305721,1795123,375077069.0,,0.0096,592.4,,0.0096,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,
86305763,1795123,375077053.0,,0.0117,570.0,,0.0117,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.7,,,,,,,,,,,,,,,,,
86305812,1795123,375077054.0,,0.0104,558.0,,0.0104,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.4,,,,,,,,,,,,,,,,,
86764908,1795310,377003046.0,,0.0019,530.0,,0.0019,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
87056475,1795310,377003013.0,,0.005,471.9,,0.005,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
87056476,1795310,377003048.0,,0.0118,512.0,,0.0118,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.8,,,,,,,,,,,,,,,,,
87056553,1795310,377003014.0,,0.0016,485.9,,0.0016,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,
87056554,1795310,377003043.0,,0.0142,485.9,,0.0142,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.2,,,,,,,,,,,,,,,,,
87056555,1795310,377003044.0,,0.0016,500.0,,0.0016,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,
87056556,1795310,377003045.0,,0.0081,500.0,,0.0081,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,
87056557,1795310,377003047.0,,0.0046,530.0,,0.0046,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,
87056630,1795310,377003049.0,,0.0155,526.0,,0.0155,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15.5,,,,,,,,,,,,,,,,,
87056631,1795310,377003050.0,,0.0328,526.0,,0.0328,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,32.8,,,,,,,,,,,,,,,,,
87056632,1795310,377003052.0,,0.0015,542.0,,0.0015,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,
87056633,1795310,377003053.0,,0.0135,558.0,,0.0135,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.5,,,,,,,,,,,,,,,,,
87056634,1795310,377003054.0,,0.0012,572.0,,0.0012,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,
87056712,1795310,377003055.0,,0.0112,572.0,,0.0112,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,,
87056713,1795310,377003056.0,,0.0395,558.0,,0.0395,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,39.5,,,,,,,,,,,,,,,,,
87056714,1795310,377003057.0,,0.005,572.0,,0.005,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
87056715,1795310,377003058.0,,0.0112,554.0,,0.0112,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.2,,,,,,,,,,,,,,,,,
87056716,1795310,377003051.0,,0.0096,528.0,,0.0096,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.6,,,,,,,,,,,,,,,,,
87056793,1795310,377003059.0,,0.0028,568.0,,0.0028,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.8,,,,,,,,,,,,,,,,,
87056794,1795310,377003060.0,,0.0156,568.0,,0.0156,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,15.6,,,,,,,,,,,,,,,,,
90117097,1919094,475952622.0,,0.1,506.0,,0.1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,100.0,,,,,,,,,,,,,,,,,
90440556,1806610,471698535.0,,0.04766666666666667,404.5,,0.04766666666666667,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,47.66666666666666,,,,,,,,,,,,,,,,,
91669270,1803904,249871008.0,,0.063,452.5,,0.063,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,63.0,,,,,,,,,,,,,,,,,
117685022,1795123,375077062.0,,0.0016,579.6,,0.0016,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.6,,,,,,,,,,,,,,,,,
117685027,1795123,375077068.0,,0.006999999999999999,562.4,,0.006999999999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,
117685119,1795123,375077058.0,,0.0019,573.0,,0.0019,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,
117685121,1795123,375077055.0,,0.044000000000000004,581.9,,0.044000000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,
117685125,1795123,375077053.0,,0.0149,513.9,,0.0149,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,14.9,,,,,,,,,,,,,,,,,
117685126,1795123,375077052.0,,0.0081,528.0,,0.0081,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.1,,,,,,,,,,,,,,,,,
117685153,1795123,375077057.0,,0.0035,590.0,,0.0035,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,
117685164,1795123,375077051.0,,0.031,513.9,,0.031,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,
118900244,1796911,384577254.0,,0.132,502.0,,0.132,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,132.0,,,,,,,,,,,,,,,,,
118900245,1796911,384577255.0,,0.0838,502.0,,0.0838,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,83.8,,,,,,,,,,,,,,,,,
118900261,1796911,384577256.0,,0.0036299999999999995,459.5,,0.0036299999999999995,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,3.63,,,,,,,,,,,,,,,,,
118900269,1796911,384577257.0,,0.262,594.1,,0.262,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,262.0,,,,,,,,,,,,,,,,,
118900273,1796911,384577258.0,,0.0539,577.1,,0.0539,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,53.9,,,,,,,,,,,,,,,,,
118900282,1796911,384577250.0,,0.0393,488.0,,0.0393,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,39.3,,,,,,,,,,,,,,,,,
118900294,1796911,384577259.0,,0.0109,465.3,,0.0109,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.9,,,,,,,,,,,,,,,,,
118900298,1796911,384577253.0,,0.0421,488.0,,0.0421,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,42.1,,,,,,,,,,,,,,,,,
118900305,1796911,384577251.0,,0.14800000000000002,488.0,,0.14800000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,148.0,,,,,,,,,,,,,,,,,
118900306,1796911,384577252.0,,0.48200000000000004,488.0,,0.48200000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,482.0,,,,,,,,,,,,,,,,,
121323685,1797499,386053168.0,,0.525,516.4,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
121323686,1797499,386053235.0,,0.525,502.3,,0.525,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,525.0,,,,,,,,,,,,,,,,,
121596253,1801898,317227919.0,,0.025,558.0,,0.025,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,
121596254,1801898,317227921.0,,0.023,526.0,,0.023,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
122419211,1798403,404338880.0,,0.165,548.6,,0.165,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,165.0,,,,,,,,,,,,,,,,,
122419381,1798403,404338882.0,,0.251,533.5,,0.251,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,251.0,,,,,,,,,,,,,,,,,
130275226,1798359,404345980.0,,0.07200000000000001,511.0,,0.07200000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,72.0,,,,,,,,,,,,,,,,,
130275229,1798359,404345922.0,,0.0046,524.5,,0.0046,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.6,,,,,,,,,,,,,,,,,
130275249,1798359,404345918.0,,0.013000000000000001,508.5,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
130275296,1803904,433917005.0,,0.059000000000000004,541.4,,0.059000000000000004,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,59.0,,,,,,,,,,,,,,,,,
130275335,1798359,404345984.0,,0.011000000000000001,516.6,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
130275369,1798359,404345965.0,,0.017,542.6,,0.017,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
130275764,1798359,404345954.0,,0.023,506.6,,0.023,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,
130275774,1798359,404345925.0,,0.0059,555.4,,0.0059,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.9,,,,,,,,,,,,,,,,,
130275775,1798359,404345926.0,,0.0044,529.0,,0.0044,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,4.4,,,,,,,,,,,,,,,,,
130275808,1798359,404345952.0,,0.01,506.6,,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
130275811,1798359,404345973.0,,0.045,490.6,,0.045,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,45.0,,,,,,,,,,,,,,,,,
130275813,1798359,404345948.0,,0.011000000000000001,496.5,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
130275822,1798359,404345936.0,,0.046,476.5,,0.046,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,46.0,,,,,,,,,,,,,,,,,
130275825,1798359,404345917.0,,0.01,541.0,,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
130275831,1798359,404345928.0,,0.013000000000000001,545.4,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
130275832,1798359,404345910.0,,0.0083,525.0,,0.0083,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,
130275835,1798359,404345919.0,,0.0075,541.0,,0.0075,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,
130275840,1798359,404345987.0,,0.017,491.5,,0.017,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,
130275856,1798359,404345921.0,,0.013000000000000001,504.6,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
130275862,1798359,404345927.0,,0.01,525.0,,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
130275865,1798359,404345932.0,,0.038,515.6,,0.038,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,
130275867,1798359,404345949.0,,0.016,514.5,,0.016,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
130275882,1798359,404345913.0,,0.011000000000000001,526.6,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
130275884,1798359,404345972.0,,0.011000000000000001,514.5,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
130275885,1798359,404345961.0,,0.052000000000000005,519.6,,0.052000000000000005,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,52.0,,,,,,,,,,,,,,,,,
130275892,1798359,404345976.0,,0.038,478.5,,0.038,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,38.0,,,,,,,,,,,,,,,,,
130276334,1798359,404345978.0,,0.02,514.9,,0.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
130276336,1798359,404345924.0,,0.01,524.5,,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
130276338,1798359,404345969.0,,0.049,527.0,,0.049,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,49.0,,,,,,,,,,,,,,,,,
130276342,1798359,404345911.0,,0.0071,525.0,,0.0071,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.1,,,,,,,,,,,,,,,,,
130276343,1798359,404345912.0,,0.012,490.6,,0.012,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,12.0,,,,,,,,,,,,,,,,,
130276346,1798359,404345971.0,,0.031,510.5,,0.031,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,
130276350,1798359,404345982.0,,0.0092,517.5,,0.0092,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,
130276351,1803904,433917012.0,,0.092,517.5,,0.092,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,92.0,,,,,,,,,,,,,,,,,
130276352,1798359,404345944.0,,0.0087,492.5,,0.0087,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.7,,,,,,,,,,,,,,,,,
130276357,1798359,404345931.0,,0.02,501.5,,0.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
130276363,1798359,404345988.0,,0.016,517.6,,0.016,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,
130276367,1803904,433917015.0,,0.011000000000000001,506.6,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
130276369,1798359,404345985.0,,0.011000000000000001,506.6,,0.011000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
130276371,1798359,404345955.0,,0.018000000000000002,527.6,,0.018000000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,
130276381,1798359,404345953.0,,0.022000000000000002,504.6,,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
130276386,1798359,404345983.0,,0.01,531.6,,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
130276387,1803904,433917013.0,,0.01,531.6,,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
130276393,1798359,404345962.0,,0.0085,502.6,,0.0085,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.5,,,,,,,,,,,,,,,,,
130276395,1798359,404345947.0,,0.006,528.6,,0.006,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,
130276397,1798359,404345989.0,,0.005,529.0,,0.005,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,
130276402,1798359,404345930.0,,0.048,516.6,,0.048,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,48.0,,,,,,,,,,,,,,,,,
130276411,1798359,404345963.0,,0.02,504.6,,0.02,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,
130276911,1798359,404345920.0,,0.0075,508.5,,0.0075,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,
130276915,1798359,404345964.0,,0.0029,529.0,,0.0029,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,2.9,,,,,,,,,,,,,,,,,
130276918,1798359,404345923.0,,0.0086,542.5,,0.0086,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,8.6,,,,,,,,,,,,,,,,,
130276921,1798359,404345909.0,,0.01,569.5,,0.01,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,
130276925,1798359,404345916.0,,0.0092,511.0,,0.0092,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,
130276927,1798359,404345990.0,,0.013000000000000001,522.6,,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,13.0,,,,,,,,,,,,,,,,,
130276937,1798359,404345970.0,,0.022000000000000002,494.5,,0.022000000000000002,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,
